lon,lat,parada,denominacion
-16.369843,28.381154,2195,C De Igueste (Despues De Las Morras)
-16.36885,28.382045,2196,Cruce Con La C/ Curva Juan Pestano(10m Mas Abajo)
-16.368923,28.38065,2197,La Guancha 2 (C De Igueste)
-16.368102,28.378473,2198,La Guancha 1 (C De Igueste)(bis)
-16.367742,28.376517,2199,Casa Rosario (Carretera De Igueste)(bis)
-16.351063,28.399785,2200,Bco Hondo (Frente Esq Rest  Sala Fiesta Tfesur
-16.350591,28.395856,2201,Finca Manuel Perez (Cuesta Las Tablas)
-16.351542,28.392426,2202,Finca Carrillo (Cuesta Las Tablas)
-16.355382,28.386662,2203,Finca Don Manuel (Cuesta Las Tablas)
-16.364914,28.384448,2204,El Puente (Caletillas Altas)(frente Bar Agricola)
-16.365203,28.382542,2205,Emp Caletillas (C General Del Sur)
-16.366069,28.381602,2206,La Casona Del Vino (Cgeneral Del Sur)
-16.284545,28.526317,2207,Llano Los Viejos
-16.36892,28.374879,2208,Emp De Igueste (Cruce C/mora M Del Carmen)
-16.287847,28.524014,2209,Las Mercedes(mirador De Jardina)
-16.285469,28.530157,2210,Cruce El Batan
-16.300732,28.535619,2211,Cruce El Moquinal
-16.370824,28.373488,2212,C Gral Del Sur Tf-28 (Antes Del Puente)
-16.371643,28.371005,2213,C Gral Del Sur Tf-28(en Casa Antes Ferreteria)
-16.374397,28.366354,2214,C Gral Del Sur Tf-28(bar Garoe)
-16.298216,28.543351,2215,Cruce Bejias
-16.374186,28.363992,2216,C Gral Del Sur Tf-28  N106
-16.375263,28.361483,2217,Aroba
-16.37705,28.359419,2218,C Gral Del Sur Tf-28 (Esq C/ El Tagoro)
-16.296562,28.547821,2219,El Batán
-16.378749,28.357613,2220,Emp De Araya (Cgeneral Del Sur)
-16.379695,28.355491,2221,Las Cuevecitas (Cgeneral Del Sur)
-16.379953,28.353029,2222,Cgral Del Sur Tf-28 (Cruce C/lomo Juan Diaz)
-16.379923,28.350275,2223,El Falcete (Cgeneral Del Sur)
-16.382719,28.347924,2224,C Gral Del Sur Tf-28 (Cruce C/ Guarrajo)
-16.298253,28.54348,2225,Cruce Bejias (Bis)
-16.380991,28.345571,2226,Caseta Icerse (Cg Del Sur)
-16.381568,28.342765,2227,Emp Bajada La Viuda (Candelaria)
-16.300883,28.535693,2228,Cruce El Moquinal  (Bis)
-16.285942,28.529994,2229,Cruce El Batan (Bis)
-16.287822,28.524052,2230,Las Mercedes(mirador De Jardina) (Bis)
-16.279665,28.531402,2232,Cruz Del Carmen
-16.263756,28.532959,2233,Pico Ingles
-16.279882,28.531372,2234,Cruz Del Carmen (Bis)
-16.272691,28.535006,2235,Cruce Pico El Ingles
-16.268106,28.538629,2236,Cruce Las Carboneras
-16.276342,28.540247,2237,El Rio
-16.280646,28.543821,2238,Cabeza Toros
-16.279029,28.546855,2239,Las Escaleras
-16.275034,28.544522,2240,Cruce De Taborno - Las Carboneras
-16.276753,28.553879,2241,Las Carboneras
-16.384515,28.341128,2242,La Reconda  (Frente Palo Telefono)(candelaria)
-16.390237,28.339026,2243,La Pedrera (Cruce Malpais-araya)(arafo)
-16.39489,28.33415,2244,La Hidalga (Arafo)
-16.399134,28.330471,2245,San Francisco Javier (Guimar)
-16.401687,28.324427,2246,C Gral Del Sur (Frente Urb Las Cruces (Guimar)
-16.408604,28.318791,2247,Gímar
-16.401561,28.324377,2248,C Gral Del Sur ( Urb Las Cruces )(guimar)
-16.399131,28.329822,2249,San Francisco Javier (F A Glez-cedres)(guimar)
-16.395262,28.333758,2250,La Hidalga (Arafo)(bar La Encrucijada)
-16.390379,28.338959,2251,La Pedrera (Cruce Malpais-araya)(arafo)(bis)
-16.384447,28.341152,2252,La Reconda  (En Palo Telefono)(candelaria)
-16.381481,28.342721,2253,Emp Bajada La Viuda (Candelaria)(bis)
-16.38062,28.346284,2254,Caseta Icerse (Cg Del Sur)(bis)
-16.382683,28.347954,2255,C Gral Del Sur Tf-28 (Cruce C/ Guarrajo)(bis)
-16.379842,28.350265,2256,El Falcete (Cgeneral Del Sur)(bis)
-16.38,28.353158,2257,Cgral Del Sur Tf-28 (Cruce C/lomo Juan Diaz)(bis
-16.37941,28.354524,2258,Las Cuevecitas (Cgeneral Del Sur)(bis)
-16.378671,28.35763,2259,Emp De Araya (Cgeneral Del Sur)(bis)
-16.377061,28.359427,2260,C Gral Del Sur Tf-28 (Esq C/ El Tagoro)(bis)
-16.375231,28.361469,2261,Aroba(bis)
-16.374085,28.364224,2262,C Gral Del Sur Tf-28  Frente N106
-16.374374,28.36657,2263,C Gral Del Sur Tf-28(frente Bar Garoe)
-16.372016,28.370781,2264,C Gral Del Sur Tf-28(en  Ferreteria)
-16.370761,28.373547,2265,C Gral Del Sur Tf-28 (Pasado Puente)
-16.368553,28.374915,2266,Emp De Igueste (Tras L M Cuatro Esq)
-16.366159,28.381522,2267,Frente La Casona Del Vino (Cgeneral Del Sur)
-16.36513,28.382674,2268,Emp Caletillas (C General Del Sur)(bis)
-16.364804,28.384459,2269,El Puente (Caletillas Altas)(bar Agricola)
-16.355314,28.386767,2270,Finca Don Manuel (Cuesta Las Tablas)(bis)
-16.351547,28.39247,2271,Finca Carrillo (Cuesta Las Tablas)(bis)
-16.350575,28.395965,2272,Finca Manuel Perez (Cuesta Las Tablas)(bis)
-16.350951,28.399929,2273,Bco Hondo(esq Rest Sala Fiesta Tfe Sur)
-16.27515,28.544955,2274,Cruce De Taborno (Bis) - Las Carboneras
-16.264664,28.555313,2275,Taborno
-16.27933,28.547235,2276,Las Escaleras (Bis)
-16.280438,28.543842,2277,Cabeza Toros (Bis)
-16.276399,28.540303,2278,El Rio (Bis)
-16.268448,28.53847,2279,Cruce Las Carboneras (Bis)
-16.272807,28.534967,2280,Cruce Pico El Ingles (Bis)
-16.289501,28.526162,2281,C/ Las Mercedes (Madre Del Agua ) (Bis)
-16.263144,28.534639,2282,Parada Transformador Luz Km 20
-16.252072,28.533364,2283,Cruce De  Afur
-16.246371,28.534082,2284,Casas La Cumbre (Parad N1)
-16.235806,28.536082,2285,Casas La Cumbre N9 (Parad N2)
-16.228912,28.541766,2286,Casas La Cumbre (Casa Forestal)
-16.235874,28.535987,2287,Casas La Cumbre (Frente N 22)
-16.246646,28.533948,2288,Casas La Cumbre (Frente Parad N1)
-16.251769,28.533439,2289,Cruce Bajada Afur
-16.249212,28.538594,2290,C Afur(en Cruce Camino Antes Km 2)
-16.246861,28.542832,2291,C Afur En Roque Negro (Iglesia)
-16.244002,28.545464,2292,C Afur (Fin De Roque Negro)
-16.240773,28.550803,2293,C Afur  (Parada N 1)
-16.237793,28.551374,2294,C Afur  (Parada N2  Km 52)
-16.241901,28.555068,2295,C Afur (Parada N 3 Km 58)
-16.247502,28.555534,2296,Afur
-16.241721,28.555077,2297,C Afur (Parada N 3 Km 58) (Bis)
-16.237731,28.551363,2298,C Afur  (Parada N2  Km 52) (Bis)
-16.240811,28.550781,2299,C Afur  (Parada N 1)  (Bis)
-16.24404,28.545443,2300,C Afur (Principio De Roque Negro)
-16.246751,28.542922,2301,C Afur En Roque Negro (Iglesia) (Bis)
-16.24924,28.538734,2302,C Afur(en Cruce Camino Despues Km 2)
-16.251794,28.5334,2303,Cruce Bajada Afur (Bis)
-16.252263,28.533283,2304,Cruce De Afur  (Bis)
-16.2631,28.534527,2305,Parada Transformador Luz Km 20  (Bis)
-16.392105,28.517153,2307,C Altura Centro De Salud
-16.39455,28.518001,2308,C Altura Casa Chencho
-16.395729,28.522232,2310,C Pris En El N 79
-16.392008,28.521716,2312,C Pris En El N 31
-16.389301,28.521659,2313,C El Moral (Cruce Con C La Iglesia)
-16.38646,28.522584,2314,C El Moral  N 27 (Cruce Con Cmno  Pino)
-16.384597,28.522816,2315,C Homician (Cruce Cmno El Barranco El Tanque)
-16.38224,28.524378,2316,C Cantillo (Antes Campo Lucha)
-16.379975,28.52665,2317,C Ignacio Perez Garcia N 2
-16.381566,28.528376,2318,C Ignacio Perez Garcia N 38
-16.387427,28.533853,2319,Ctra Bajada La Barranquera N 94
-16.394293,28.538678,2320,Ctra Bajada La Barranquera N 250
-16.396205,28.536867,2321,La Barranquera
-16.394211,28.538588,2322,Ctra- Bajada Barranquera Frente N 250
-16.386527,28.532885,2323,Ctra Bajada Barranquera (Antes Cruce)
-16.381574,28.528278,2324,C Ignacio Perez Garcia (Frente N 38)
-16.380056,28.52658,2325,C Ignacio Perez Garcia N 2 (Bis)
-16.382248,28.524519,2326,C Cantillo (Cruce Cmno Barranquera)
-16.313585,28.485147,2327,Padre Herrera
-16.308548,28.480241,2328,C Arturo Vergara (La Verdellada)
-16.30687,28.479474,2329,Cmno La Verdellada
-16.302268,28.475281,2330,C A  Edf Hinojosa Portal C-n2 (Hinojosa)
-16.301702,28.477472,2331,C A N 5 (Hinojosa)
-16.297518,28.475691,2332,Cmno La Piterita (Sup Supersol) (Finca España)
-16.293935,28.473647,2333,Cmno La Piterita  N 106(finca España)
-16.290553,28.474357,2334,Cmno La Piterita Pasado N156 (Cisneros)
-16.288753,28.472401,2335,C El Olvido N 2 (La Cuesta)
-16.283045,28.469393,2337,C Jose Dominguez Dorta
-16.288903,28.470892,2339,C Machado Y Fiesco (P N2)
-16.291489,28.473881,2340,Cmno La Piterita Antes N 87
-16.294231,28.473831,2341,Cmno La Piterita  N 39
-16.297495,28.475907,2342,Cmno La Piterita (Sup Supersol) (Finca España) (
-16.301712,28.477551,2343,C A N 29 (Hinojosa)
-16.302557,28.475181,2344,Salida C  A  (Hinojosa)
-16.306482,28.479984,2345,C  Jorge Manrique (Edf Las Sabinas Portal1)
-16.312252,28.429038,2354,Portada Del Duque (Ent Nave Ind Incapol)
-16.31336,28.427629,2355,Portada Del Duque (Taller Rep Llantas)
-16.303513,28.425764,2356,Emp Sta Maria Del Mar (Bis)
-16.270667,28.464921,2357,Gral Mola 164 C Señor
-16.302417,28.426086,2358,Urb Añaza (Frente Carrefur)
-16.306279,28.437754,2362,C/ Juan Cabrera Frente N 7 (Bco Grande)
-16.309699,28.425432,2363,C Sta Maria Del Mar (Frente Edf Mistral)
-16.308057,28.426049,2364,C Sta  Maria Del Mar (Frente Bl N 45)
-16.307791,28.425773,2365,Ctra  Sta  Maria Del Mar (En Bloque 45)
-16.30976,28.425435,2366,Ctra Sta Maria Del Mar (Edfo Mistral)
-16.312721,28.427826,2367,Portada  Del Duque (Cruce Sta Maria Del Mar)
-16.353439,28.489615,2368,Ctra  Cruz Chica N 4 (Cafeteria El Postre)
-16.35684,28.490147,2369,Ctra Cruz Chica N 32 (Puente La Centinela)
-16.361523,28.49071,2370,Ctra Cruz Chica (Antes De Ctra  Ortigal)
-16.363197,28.490738,2371,Ctra Cruz Chica N 112
-16.366767,28.490389,2372,Ctra Cruz Chica (Frente Casa El Millo)
-16.370533,28.490554,2373,Ctra Cruz Chica (Antes Urb Ohp )
-16.370298,28.490453,2374,Ctra Cruz Chica (Salida C/las Llaves)
-16.366156,28.490335,2375,Ctra Cruz Chica (Casa Del Millo)
-16.361452,28.490628,2377,Ctra Cruz Chica (Pasado Cruce Ortigal)
-16.35672,28.490079,2378,Ctra Cruz Chica Frente N 32 (Pte La Centinela)
-16.353371,28.489711,2379,Ctra Cruz Chica Frente N 4 (El Postre)
-16.296711,28.454441,2380,Avda Los Majuelos (Agrocanarias  Sl)
-16.296563,28.454305,2381,Avda Los Majuelos N45
-16.302321,28.443182,2382,Avda De Tincer N 3-a
-16.193114,28.504981,2383,Bar El Chorro (C Taganana)
-16.306572,28.436737,2384,Bco Grande
-16.274569,28.464258,2385,Bajada Cuesta Piedra N 27
-16.274613,28.464289,2386,Subida Cuesta Piedra (Frente N 27)
-16.30388,28.466376,2393,Tf-5 Campus De Guajara B
-16.3318,28.56846,2394,Parada Del Hotel Altagay
-16.309602,28.508422,2395,Tf-13 Ctra A Las Canteras (Pasador Garajes De Vim
-16.306331,28.511746,2396,Tf-13 Ctra A Las Canteras (Frente N 35)
-16.306495,28.511685,2397,Tf-13  Ctra De Las Canteras Antes N 131
-16.309855,28.508352,2398,Tf- 13 Ctra De Las Canteras Frente Garajes Vimar
-16.285246,28.526123,2399,Llano Los Viejos (Bis)
-16.303682,28.463487,2402,Las Chumberas (Parque)
-16.301726,28.467721,2403,Avda Cesar Manrique Frente Universidad
-16.301107,28.469419,2404,Avda Cesar Manrique Periodismo
-16.301918,28.467728,2405,Avda Cesar Manrique Puerta De Universidad
-16.303245,28.46724,2406,Campus De Guajara Rotonda
-16.323722,28.487186,2409,Antigua Estacion La Laguna
-16.321033,28.484742,2413,Republica De Venezuela
-16.336214,28.425458,2414,C/ Capuchino
-16.325221,28.485925,2415,Cno Del Vallado Frente N5
-16.251076,28.459598,2418,Hall Int Santa Cruz
-16.322311,28.401798,2420,Puerto Deportivo Radazul
-16.399507,28.488698,2421,C/ Juan Perez
-16.401609,28.488451,2422,C/ Adelantado Asociacion
-16.402352,28.486794,2423,C/ Adelantado Parque
-16.333828,28.44231,2424,Llano Del Moro N 148
-16.314601,28.481754,2425,C/ Delgado Barreto
-16.317707,28.484397,2427,C/ Morales
-16.313037,28.479366,2429,Lora Tamayo
-16.319721,28.48747,2431,C/ Seis De Diciembre
-16.297244,28.448438,2434,Plaza San Jeronimo
-16.299488,28.446382,2435,Cruce De Taco
-16.282293,28.462307,2442,S Cruz-laguna Sj Dios
-16.320684,28.481299,2444,Astrofisico Fco Sanchez
-16.314922,28.499236,2445,C Pozo Cabildo
-16.319401,28.495596,2446,Paseo De Los Oramas (La Manzanilla)
-16.322136,28.492655,2447,C/ Marcos Redondo (Vuelta)
-16.309346,28.431898,2448,C/ Punta Del Drago
-16.31109,28.430977,2449,C/ Siroco
-16.310733,28.428416,2450,C/ Siroco
-16.309582,28.428619,2451,C/ Punta De Teno
-16.305587,28.468163,2454,Guajara  Via Servicio Tf-5
-16.312392,28.492204,2455,C/ Nava Y Grimon Plaza Del Cristo
-16.310622649652093,28.496272787968575,2456,Camino La Rua N20f
-16.308062135513882,28.49940129314594,2457,Camino La Rua  N74
-16.307545,28.497997,2458,Esquina Camino Del Bronco
-16.304629,28.49803,2459,Camino El Bronco Frente N33
-16.303895,28.498984,2460,Camino Lomo Largo N32
-16.300134,28.500284,2461,Lomo Largo Torreon De La Luz
-16.303832,28.498652,2462,Camino Largo N 2
-16.305442,28.498011,2463,Camino Bronco Junto N33
-16.308296,28.498127,2464,Camino El Bronco Puente
-16.305231,28.500612,2465,Camino La Rua Frente N 123
-16.302617,28.503799,2466,Camino La Rua Esq Huaracheros
-16.300922,28.504875,2467,C/ Chincanairos N8
-16.301058,28.506418,2468,C/ Achaman Frente N26
-16.302621,28.503986,2469,La Rua Frente Esq Huaracheros
-16.308938,28.496764,2471,Camino La Rua  N53
-16.310894,28.494897,2472,Camino La Rua N 7
-16.328779,28.489732,2474,Camino San Lazaro N50
-16.332339,28.489305,2475,Camino San Lazaro Frente N 94
-16.334458,28.48864,2476,El Rodeo N 53
-16.336869,28.487652,2477,El Rodeo Callejon Madroño
-16.339635,28.483862,2478,Camino La Villa N 184
-16.335397,28.483939,2479,La Villa Frente N 138
-16.330184,28.485287,2480,La Villa Colegio
-16.32634,28.485777,2481,La Villa N 43
-16.323112,28.484312,2482,C/ Lozoya
-16.333127,28.490508,2483,Calle Amanecer N 11
-16.336084,28.493236,2484,Calle Amanecer N72
-16.333111,28.493925,2485,Camino Tornero N 41
-16.329836,28.493665,2486,Camino Tornero N 23
-16.317873,28.494361,2491,Avda Tabares Bartlet N 25
-16.317904,28.492081,2492,Avda Silverio Alfonso N 14
-16.320576,28.490853,2493,C/lucas Vega Frente Gimmasio
-16.320122,28.430709,2494,C/ Altamira Frente N15
-16.317605,28.432988,2495,Avda Cercado Corazon N1
-16.316358,28.436857,2496,Avda Hesperides Frente Inst Sobradillo
-16.312962,28.438796,2497,Avda Hesperides N37
-16.309578,28.441846,2498,Avda Hesperides Antes De Rotonda
-16.308094,28.44339,2499,Avda El Cedro Inst Veredillas
-16.306148,28.445417,2500,Avda Cedro Frente Polideportivo
-16.304186,28.446919,2501,Avda Cedro Cruce Subida Andenes
-16.303862,28.446818,2502,Timple Frente Centro Salud
-16.305387,28.446231,2503,C/ Cedro Junto Jardin
-16.309069,28.44251,2504,Avda Cedro Frente Instituto Las Veredill
-16.31097,28.440533,2505,Avda Hesperides Despues De Rotonda
-16.313025,28.438816,2506,Avda Hesperides N54
-16.316346,28.43692,2507,Avda Hesperides Inst Sobradilla
-16.317566,28.433152,2508,Avda Cercado Corazon Desp Rotonda
-16.32085,28.430975,2509,Avda Majuelos Rotonda
-16.329138,28.494829,2510,Camino Las Gavias Frente Al N83
-16.331744,28.497637,2511,Camino Las Gavias N128
-16.331814,28.496607,2512,C/ Miguel Melo Benito N 78
-16.27054,28.458458,2513,C/ Sanson Barros N 29
-16.270798,28.456769,2514,C/ Garcia Lorca N 26
-16.271806,28.454961,2515,C/ Nuñes De La Peña (Plaza)
-16.276375,28.45013,2518,C/ Fernando Beautell
-16.275586,28.448519,2519,C/ Antonio Lecuena Hardison
-16.274826,28.450373,2520,C/ Juan De La Cruz N31
-16.274913,28.45177,2521,Juan Ravina (Vuelta)
-16.272526,28.45279,2522,Juan Ravina Mendez (Vuelta)
-16.27178,28.454679,2523,Jose Peña Hdez (Plaza)
-16.270323,28.455411,2524,Poeta Gutierrez Arbelo
-16.269256,28.45557,2525,Hermanos Machado 13
-16.268698,28.457591,2526,Elisa Glez Chavez
-16.305602,28.472066,2527,Rotonda Facultades Guajara
-16.29757,28.467254,2528,Residencia Universitaria Parque Las Isla
-16.303575,28.466273,2533,Tf-5 Campus De Guajara
-16.313585,28.483652,2535,Calvo Sotelo
-16.329536,28.569977,2537,C S La Punta
-16.313727,28.487917,2540,C/ Nava Y Grimon  Esq Mercado
-16.314426,28.492757,2541,C/ Quintin Benito N2
-16.320556,28.483295,2549,Tf-5 Pasado Rtda Padre Anchieta
-16.32319,28.427548,2555,Parada Final Avenida Majuelos
-16.289222,28.482077,2556,Cruce Del Rosarito
-16.289046,28.485439,2557,1 Rosarito
-16.289828,28.488964,2558,2 Rosarito
-16.291822,28.490624,2559,3rosarito Torreon
-16.292087,28.492697,2560,Rosarito (Cruce Centro Menores)
-16.294124,28.495723,2561,Parada Final Del Rosarito
-16.298645,28.474974,2562,Avda Las Palmeras Finca España
-16.366857,28.535144,2563,Cruce Cooperativa Tejina
-16.363575,28.535704,2564,Cruce Milan Tejina
-16.376901,28.528044,2566,C/ Palenzuela (Esq C/ Harina)
-16.373309,28.530966,2567,C/ Palenzuela (Esq Espino)
-16.380068,28.501383,2569,Entrada El Lomo (Boqueron)
-16.380095,28.501202,2570,Entrada El Lomo Boqueron (Vuelta)
-16.395058,28.511156,2571,Salida Fielato (Valle Guerra)
-16.395008,28.511161,2572,Salida Fielato Valle Guerra (Vuelta)
-16.37792,28.527355,2573,Valle Guerra (Realejo)
-16.349396,28.3965,2575,Sacerdotes Hnos Castillo Bco Hondo
-16.348101,28.3951,2576,Compositor Agustin Ramos Bco Hondo
-16.347,28.394507,2577,Cecilio Ramos Diaz Bco Hondo
-16.3464,28.393509,2578,Compositor Agustin Ramos Bco Hondo
-16.344398,28.394705,2579,Fermin Hdez Gles Bco Hondo
-16.295775,28.457675,2580,Avda Los Majuelos Junto Pabellon
-16.293965,28.452082,2581,C/ Pescadores Junto Correos
-16.324642,28.486747,2582,Estación Laguna Exterior
-16.312487,28.425599,2583,Ctra Sta Maria Esq Punta Teno
-16.312467,28.425673,2584,Ctra Sta Maria Esq Punta Teno
-16.35056,28.48961,2585,Tf-152 Junto Garaje Los Rodeos
-16.350348,28.489533,2586,Tf-152 Frente Garaje Rodeos
-16.299694,28.423822,2587,Rambla Añaza (Centro De Salud)
-16.295929,28.446647,2588,Taco Principal
-16.322966,28.401884,2589,Avda Puerto De Radazul
-16.323762,28.402054,2590,Avda Final De Radazul
-16.320374,28.435843,2591,Av Del Litre
-16.320693,28.4359,2592,Av Del Litre
-16.322776,28.435345,2593,Av Del Piche
-16.32277,28.435693,2594,Av Del Piche
-16.3233,28.433221,2595,Av Del Piche
-16.323466,28.433026,2596,Av Del Piche
-16.321472,28.431589,2597,Av Cercado Corazon
-16.321451,28.431662,2598,Av Cercado Corazon
-16.295935,28.458459,2605,Junto Santiago Martin
-16.314049,28.410297,2606,Costanera
-16.304587,28.458034,2608,C/ San Juan Bosco
-16.304029,28.460126,2609,Prolongación De San Juan Bosco
-16.319425,28.408365,2610,Tf-1 Puente Costanera
-16.295788,28.456215,2612,Av Los Majuelos Madres Solteras
-16.311351,28.478939,2613,Calle El Puente  Barrio Nuevo
-16.307665,28.446982,2615,Avida Los Majuelos Frte Alto Rdto
-16.420357,28.459667,2616,Ambulatorio  Ravelo
-16.297607,28.479401,2617,C Nuestra Señora De Las Nieves
-16.298148,28.475985,2618,Colegio Finca España
-16.317387,28.480489,2625,Intercambiador La Laguna
-16.317619,28.487262,2626,Calle San Juan N 15
-16.316414,28.490042,2627,Calle Juan De Vera N16
-16.315674,28.492686,2628,Calle Juan De Vera N 48
-16.314657,28.49599,2629,Republica Argentina Esq Conc Salazar
-16.316346,28.486517,2632,Avda Trinidad N 36
-16.30564,28.480104,2636,Tradiciones Verdeñas
-16.303863,28.475647,2638,C/cordoba Esq Rector Alberto Navarro
-16.303911,28.475624,2639,C/cordoba Frente Esq C/rect Alberto Nav
-16.416131,28.485298,2644,Tacoronte Garden Km 4 Tf-165
-16.4166,28.512308,2645,Tacoronte Garden Km 4 Tf-165 Bis
-16.317382,28.483674,2646,Avda Trinidad Sal Peatonal Aparc
-16.328085,28.480934,2648,Avda Bartolome Carrasco
-16.359894,28.541559,2649,Avda Milan(farmacia)
-16.360434,28.540117,2650,Avda Milan (Colegio)
-16.306706,28.453578,2651,Avda S Martin De Porres
-16.30513,28.452268,2652,Avda S Martin De Porres Frente N 5
-16.36019,28.543708,2653,Avda Milan(cruce Sebastian Castillo)
-16.36068,28.546025,2654,Avda Milan N 114
-16.360666,28.547645,2655,Apartadero Antes Mirador Los Abuelos
-16.360958,28.546077,2656,Avda Milan Frente N 14
-16.360429,28.543684,2657,Avda Milan Cruce Sebastian Castillo
-16.360147,28.54188,2658,Avda Milan Frente Colegio
-16.359984,28.538339,2659,Avda Milan  Frente Farmacia
-16.378769,28.527944,2662,C Cantillo Cruce Barranquera
-16.306233,28.465882,2663,Rector Gumersindo Trujillo
-16.301064,28.424067,2664,Rambla Anaga N 2  Añaza
-16.204665,28.559311,2665,Risco Mogote(bajando Antes Curva)
-16.20499,28.559412,2666,Risco Mogote(subiendo Antes Curva)
-16.303591,28.459216,2667,C/s Juan Bosco(lado Makro)
-16.2699746709362,28.455986330278,2670,Tf-5 Pancho Camurria
-16.2817158163713,28.4712047878318,2671,C San Cristobal Frente Edificio Ivan
-16.3696611941176,28.5478015334772,2672,Jover
-16.3199844820428,28.4324737465351,2673,Avda Los Majuelos(hiperdino Final)
-16.3191395318036,28.4341322594357,2674,Avda Los Majuelos(frueteria Los Olivos)
-16.2948902411313,28.4577610971828,2675,Avda Los Majuelos (Fte Madres Solteras)
-16.4444370200913,28.4659309107373,2676,Ent Urb Los Naranjos (El Sauzal)
-16.4443703718381,28.465804240139,2677,Frente Ent Urb Los Naranjos(el Sauzal)
-16.3182607675473,28.4830599007889,2692,Acceso Norte Padre Anchieta
-16.3168838355298,28.4103599976914,2693,Tf- 1 Pasado Pte Costanera(bis)
-16.2966157736313,28.4630864684976,2698,C Patrona De Canarias En El N 57
-16.2926728338459,28.4626338818258,2699,C Patrona De Canarias N 9
-16.3272866537555,28.4937310047483,2700,C/ Antonio Hdez Arron N 80
-16.3269989097668,28.4919541329026,2701,Embajador Alberto De Armas(junto Parque)
-16.3037400679416,28.5064429216453,2702,Camino El Rayo N 18
-16.3075349283322,28.5082438126171,2703,Camino El Rayo N 69
-16.3103658246977,28.5087264201451,2704,Camino El Pino N 63
-16.3124281486168,28.5051672725401,2705,Camino El Pino N 15
-16.3155098416758,28.5003678794164,2706,Enrique Romeu Pazuelosn6
-16.3225057768095,28.5028717656047,2707,C/ Joaquin Turina N 48
-16.3182727215699,28.5017377195443,2708,C/enrique Granados(esq Isaac Alb)
-16.3188905916078,28.5002706742399,2709,C/ Manuel De Falla N 8
-16.2942702560529,28.4627684419459,2710,C/patrona De Canariasn29
-16.3095509927375,28.4516581951465,2711,C/infanteria (Frente C/brida)
-16.3122043233486,28.4543913384398,2712,C/troya Geneto 5
-16.3123596989992,28.4530060789073,2713,C/ Ninive (Frente C/ Alejandria)
-16.3209515957692,28.5015059152514,2714,C/ Joaquin Turina N 1
-16.321329865973,28.5027312116915,2715,C / Manuel De Falla Frente N32
-16.3023015818178,28.5054299594386,2716,C/ Coral N 7
-16.3193368665791,28.4825789682967,2717,C/ Astrofisico Fco Sanchez (Bis)
-16.2997844838133,28.4710433245561,2718,Avda Cesar Manrique(frente Periodismo)
-16.2965968754557,28.4473798341169,2719,C/ Los Charcos(entrada San Matias)
-16.299905048006938,28.477940694048005,2721,C/ Barranquillo De Acentejo Frente N49
-16.346010142277336,28.52577279422519,2722,C/ El Gomero N 20 Tegueste
-16.439483,28.464706,4001,Tf-5 El Peñón
-16.449023,28.459797,4002,Tf-5 Emp La Matanza
-16.471583,28.439402,4003,Tf-5 Emp La Victoria
-16.492966,28.42709,4004,Tf-5 Emp Santa Úrsula
-16.492754,28.426854,4005,Emp Santa Ursula (La Quinta)(bis)
-16.44817,28.459661,4007,Emp La Matanza (Aut Del Norte)(bis)
-16.438046,28.464797,4008,El Peñon (Gasolinera Las Banderas)(bis)
-16.519236,28.393683,4009,La Orotava (Estacion)(bis)
-16.510168,28.398662,4011,La Charca N 6 (La Orotava)
-16.507519,28.40205,4012,Las Cuevas (Cuesta La Villa)(bis)
-16.507212,28.408465,4013,Bco El Pino (Mirador Humbelt)(cuesta La Villa)(bi
-16.506876,28.413878,4014,Cuesta La Villa (Frente Al  N 15)
-16.503224,28.41775,4015,El Tinglado (Cuesta La Villa)(en El N 173)
-16.498544,28.422392,4016,El Calvario (Santa Ursula)(en El N 93)
-16.496448,28.424302,4017,La Puntilla (Santa Ursula)(cho Zarzales)
-16.49091,28.425422,4018,C España N 16 (Ayto Sta Ursula)
-16.485321,28.423888,4019,C España N 96(correo Viejo) (Sta Ursula)
-16.483251,28.424914,4020,Los Cuatro Caminos (Santa Ursula)(bis)
-16.477797,28.425518,4021,Anterior Puente De Hierro (La Victoria)
-16.478068,28.428087,4022,La Victoria N 239
-16.474948,28.431656,4023,La Victoria N 162 (El Laurel)
-16.470817,28.435264,4024,La Victoria (En Colegio Sto Domingo)
-16.4657,28.436296,4025,Lavictoria En El N 45 (La Polvora)
-16.462163,28.439213,4026,La Matanza 2  (Gasolin  B P)(bis)
-16.459048,28.444854,4027,La Matanza  1 (Nueva Rotonda)(bis)
-16.457941,28.447659,4028,Mercadillo La Matanza
-16.456973,28.450682,4029,Farmacia En El N 171(la Montaña)
-16.452963,28.454305,4030,Fonda Felipe-caballo Blanco N 97 (La Matanza)
-16.449074,28.457773,4031,C Del Norte N 29 (La Matanza)
-16.442037,28.463053,4032,Tf - 5  (Aut Norte) Altura Barrio San Jose
-16.458339,28.444587,4033,C Subida A La Matanza (Primeras Casas)
-16.455986,28.4467,4034,C Subida A La Matanza N169
-16.453314,28.448366,4035,C Real La Matanza Alta N 157
-16.451404,28.450719,4036,C Real  La Matanza  Alta N99
-16.447512,28.453156,4037,Subida Ravelos La Matanza Alta
-16.445635,28.456466,4038,Antes Del Bco Del Zauzal (La Matanza)
-16.413957,28.475525,4039,Tacoronte En Tf-5 Sendio S/c
-16.553936,28.412331,4041,Avda Melchor Luz (Plaza Pabellon)
